glottocode	genus	confidence
uppe1436	Athapaskan	common ancestor (jica1244, carr1249)
sars1236	Athapaskan	initial
ahte1237	Athapaskan	initial
tana1289	Athapaskan	initial
tset1236	Athapaskan	common ancestor (jica1244, carr1249)
eyak1241	Eyak	initial
tlin1245	Tlingit	initial
gola1255	Gola	initial
east2387		
west2450		
mans1259	Gola	sibling of gola1255
bomk1234	Southern Mel	common ancestor (kiss1245, sout2778)
bull1247	Southern Mel	common ancestor (kiss1245, sout2778)
sher1258	Southern Mel	common ancestor (kiss1245, sout2778)
nort2765	Southern Mel	common ancestor (kiss1245, sout2778)
sout2778	Southern Mel	initial
baga1270	Northern Mel	common ancestor (baga1272, timn1235)
baga1272	Northern Mel	initial
baga1273	Northern Mel	common ancestor (baga1272, timn1235)
land1256	Northern Mel	common ancestor (baga1272, timn1235)
timn1235	Northern Mel	initial
ndut1239	Cangin	initial
palo1243	Cangin	initial
leha1242	Cangin	common ancestor (ndut1239, noon1242)
noon1242	Cangin	initial
saaf1238	Cangin	common ancestor (ndut1239, noon1242)
bala1301		
bala1302		
aram1260	Jola	common ancestor (jola1262, jola1263)
bayo1255	Jola	common ancestor (jola1262, jola1263)
jola1262	Jola	initial
ejam1238	Jola	common ancestor (jola1262, jola1263)
kera1248	Jola	common ancestor (jola1262, jola1263)
karo1294	Jola	common ancestor (jola1262, jola1263)
mlom1238	Jola	common ancestor (jola1262, jola1263)
kuwa1246	Jola	common ancestor (jola1262, jola1263)
band1340	Jola	common ancestor (jola1262, jola1263)
gusi1246	Jola	common ancestor (jola1262, jola1263)
jola1263	Jola	initial
mand1419	Manjaku	initial
pape1239	Manjaku	common ancestor (mand1419, mank1251)
mank1251	Manjaku	initial
bidy1244		
kamo1256		
bady1239	Jaad	sibling of biaf1240
biaf1240	Jaad	initial
baga1275		
mbul1258		
nalu1240		
borg1235	Peul-Serer	common ancestor (adam1253, maas1239)
adam1253	Peul-Serer	initial
bagi1244	Peul-Serer	common ancestor (adam1253, nige1253)
cent2018	Peul-Serer	common ancestor (adam1253, nige1253)
nige1253	Peul-Serer	initial
maas1239	Peul-Serer	initial
pula1262	Peul-Serer	initial
pula1263	Peul-Serer	initial
west2454	Peul-Serer	initial
sere1260		
bass1258	Tenda	initial
bape1239	Tenda	common ancestor (bass1258, wame1240)
bedi1235	Tenda	common ancestor (bass1258, wame1240)
wame1240	Tenda	initial
bain1259		
bain1261		
gube1234		
nort3247		
kasa1248		
kobi1241		
gamb1252	Wolof	sibling of nucl1347
lebu1234	Wolof	sibling of nucl1347
nucl1347	Wolof	initial
akpe1248		
dege1246	Edoid	initial
enge1239	Edoid	initial
epie1238	Edoid	common ancestor (dege1246, ghot1243)
ghot1243	Edoid	initial
unem1238	Edoid	common ancestor (dege1246, ghot1243)
yekh1238	Edoid	initial
bini1246	Edoid	initial
emai1241	Edoid	initial
ikhi1234	Edoid	common ancestor (dege1246, ghot1243)
esan1238	Edoid	common ancestor (dege1246, ghot1243)
enwa1246	Edoid	common ancestor (dege1246, ghot1243)
ikpe1243	Edoid	common ancestor (dege1246, ghot1243)
ivbi1241	Edoid	common ancestor (dege1246, ghot1243)
osos1238	Edoid	common ancestor (dege1246, ghot1243)
igwe1238	Edoid	common ancestor (dege1246, ghot1243)
sasa1247	Edoid	common ancestor (dege1246, ghot1243)
iyay1238	Edoid	common ancestor (dege1246, ghot1243)
uham1238	Edoid	common ancestor (dege1246, ghot1243)
ehue1238	Edoid	common ancestor (dege1246, ghot1243)
ukue1238	Edoid	common ancestor (dege1246, ghot1243)
okpa1238	Edoid	common ancestor (dege1246, ghot1243)
akuk1235	Edoid	common ancestor (dege1246, ghot1243)
okpe1249	Edoid	common ancestor (dege1246, ghot1243)
olom1241	Edoid	common ancestor (dege1246, ghot1243)
eruw1238	Edoid	common ancestor (dege1246, ghot1243)
isok1239	Edoid	initial
okpe1250	Edoid	common ancestor (dege1246, ghot1243)
urho1239	Edoid	initial
uvbi1238	Edoid	common ancestor (dege1246, ghot1243)
diri1253		
lamj1245		
samb1311		
dong1293		
gaaa1245		
ndoo1241		
bung1259		
kwan1276		
njan1240		
came1252		
twen1242		
nige1255		
luoc1235		
njer1242		
yeni1253		
mbon1253		
mvan1238		
ndun1251		
somy1238		
tepp1235		
vute1244		
wawa1246		
suga1248		
tika1246	Tikar	initial
biky1238		
bebe1250		
keme1240		
bukw1238		
mash1269		
naki1238		
cung1238		
mbuk1244		
ncan1245		
noon1243	Beboid	initial
nsar1238		
fioo1234		
bekw1241		
bete1262		
oban1244		
boky1238		
aleg1238		
uban1243		
ukpe1247		
buma1244		
putu1241		
bish1246		
buru1299		
busu1244		
efut1242	Ekoid-Mbe	common ancestor (nkem1242, ejag1239)
nden1250	Ekoid-Mbe	common ancestor (nkem1242, ejag1239)
aban1242	Ekoid-Mbe	common ancestor (nkem1242, ejag1239)
nkem1242	Ekoid-Mbe	initial
ekaj1238	Ekoid-Mbe	common ancestor (nkem1242, ejag1239)
nnam1238	Ekoid-Mbe	common ancestor (nkem1242, ejag1239)
ejag1239	Ekoid-Mbe	initial
ndoe1238		
mbee1249		
deny1238		
kend1252		
keny1279	Mamfe	initial
myen1241	Bantu	initial
pinj1243	Bantu	common ancestor (myen1241, tsog1243)
simb1254	Bantu	common ancestor (myen1241, tsog1243)
kand1300	Bantu	common ancestor (myen1241, tsog1243)
bubi1250	Bantu	common ancestor (myen1241, tsog1243)
eviy1235	Bantu	common ancestor (myen1241, tsog1243)
tsog1243	Bantu	initial
dimb1238	Bantu	common ancestor (myen1241, bafi1243)
bafi1243	Bantu	initial
lefa1242	Bantu	common ancestor (myen1241, bafi1243)
tibe1274	Bantu	common ancestor (myen1241, bafi1243)
bank1256	Bantu	initial
baro1252	Bantu	common ancestor (myen1241, bafi1243)
bako1249	Bantu	common ancestor (myen1241, bafi1243)
basa1284	Bantu	initial
hiju1238	Bantu	common ancestor (myen1241, bafi1243)
bulu1251	Bantu	initial
eton1253	Bantu	common ancestor (myen1241, bafi1243)
bebe1248	Bantu	common ancestor (myen1241, bafi1243)
bebi1242	Bantu	common ancestor (myen1241, bafi1243)
ewon1239	Bantu	initial
fang1246	Bantu	common ancestor (myen1241, bafi1243)
kota1274	Bantu	common ancestor (myen1241, bafi1243)
maho1248	Bantu	common ancestor (myen1241, bafi1243)
ndas1238	Bantu	common ancestor (myen1241, bafi1243)
wumb1242	Bantu	common ancestor (myen1241, bafi1243)
osam1235	Bantu	common ancestor (myen1241, bafi1243)
sigh1238	Bantu	common ancestor (myen1241, bafi1243)
mwes1234	Bantu	common ancestor (myen1241, bafi1243)
kele1257	Bantu	common ancestor (myen1241, bafi1243)
ngom1270	Bantu	common ancestor (myen1241, bafi1243)
tomb1246	Bantu	common ancestor (myen1241, bafi1243)
mban1268	Bantu	common ancestor (myen1241, bafi1243)
ndam1254	Bantu	common ancestor (myen1241, bafi1243)
sake1247	Bantu	common ancestor (myen1241, bafi1243)
bonk1243	Bantu	common ancestor (myen1241, bafi1243)
bafa1247	Bantu	common ancestor (myen1241, bafi1243)
orok1266	Bantu	initial
mokp1239	Bantu	initial
wumb1241	Bantu	common ancestor (myen1241, bafi1243)
bass1260	Bantu	common ancestor (myen1241, bafi1243)
akoo1248	Bantu	common ancestor (myen1241, bafi1243)
baka1273	Bantu	common ancestor (myen1241, bafi1243)
mboc1235	Bantu	common ancestor (myen1241, bafi1243)
nkon1247	Bantu	common ancestor (myen1241, bafi1243)
kako1242	Bantu	common ancestor (myen1241, bafi1243)
kwak1266	Bantu	common ancestor (myen1241, bafi1243)
bomw1238	Bantu	common ancestor (myen1241, bafi1243)
bekw1242	Bantu	common ancestor (myen1241, bafi1243)
mpie1238	Bantu	common ancestor (myen1241, bafi1243)
ukhw1241	Bantu	common ancestor (myen1241, bafi1243)
mpon1254	Bantu	common ancestor (myen1241, bafi1243)
koon1245	Bantu	common ancestor (myen1241, bafi1243)
njye1238	Bantu	common ancestor (myen1241, bafi1243)
byep1241	Bantu	common ancestor (myen1241, bafi1243)
maka1304	Bantu	initial
kolc1235	Bantu	common ancestor (myen1241, bafi1243)
soca1235	Bantu	common ancestor (myen1241, bafi1243)
gyel1242	Bantu	common ancestor (myen1241, bafi1243)
kwas1243	Bantu	initial
shiw1234	Bantu	common ancestor (myen1241, bafi1243)
yamb1255	Bantu	common ancestor (myen1241, bafi1243)
pomo1271	Bantu	common ancestor (myen1241, bafi1243)
pomo1276	Bantu	common ancestor (myen1241, bafi1243)
bata1285	Bantu	common ancestor (myen1241, bafi1243)
beng1282	Bantu	initial
mole1238	Bantu	common ancestor (myen1241, bafi1243)
ngum1255	Bantu	common ancestor (myen1241, bafi1243)
yasa1242	Bantu	common ancestor (myen1241, bafi1243)
dual1243	Bantu	initial
mali1280	Bantu	common ancestor (myen1241, bafi1243)
bako1250	Bantu	common ancestor (myen1241, bafi1243)
isuf1235	Bantu	common ancestor (myen1241, bafi1243)
olib1234	Bantu	common ancestor (myen1241, bafi1243)
seki1238	Bantu	common ancestor (myen1241, bafi1243)
luya1241	Bantu	common ancestor (luba1250, luva1239)
mbow1246	Bantu	common ancestor (luba1250, luva1239)
mash1267	Bantu	common ancestor (luba1250, luva1239)
mbuk1240	Bantu	common ancestor (luba1250, luva1239)
nyen1257	Bantu	common ancestor (luba1250, luva1239)
sima1258	Bantu	common ancestor (luba1250, luva1239)
enya1249	Bantu	common ancestor (luba1250, luva1239)
kaon1241	Bantu	common ancestor (luba1250, hemb1242)
luba1250	Bantu	initial
sang1331	Bantu	common ancestor (luba1250, hemb1242)
bang1350	Bantu	common ancestor (luba1250, hemb1242)
hemb1242	Bantu	initial
luba1249	Bantu	initial
kany1247	Bantu	initial
song1303	Bantu	initial
zula1235	Bantu	common ancestor (luba1250, hemb1242)
binj1249	Bantu	common ancestor (luba1250, luva1239)
luna1244	Bantu	common ancestor (luba1250, luva1239)
lwal1238	Bantu	common ancestor (luba1250, luva1239)
nkoy1244	Bantu	common ancestor (luba1250, luva1239)
holu1245	Bantu	common ancestor (luba1250, luva1239)
kwes1244	Bantu	common ancestor (luba1250, luva1239)
mban1264	Bantu	common ancestor (luba1250, luva1239)
phen1239	Bantu	common ancestor (luba1250, luva1239)
mbal1257	Bantu	common ancestor (luba1250, luva1239)
sond1250	Bantu	common ancestor (luba1250, luva1239)
bolo1261	Bantu	common ancestor (luba1250, luva1239)
kimb1241	Bantu	common ancestor (luba1250, luva1239)
mpin1234	Bantu	common ancestor (luba1250, luva1239)
nson1238	Bantu	common ancestor (luba1250, luva1239)
chok1245	Bantu	common ancestor (luba1250, luva1239)
luva1239	Bantu	initial
luch1239	Bantu	initial
luim1238	Bantu	common ancestor (luba1250, luva1239)
mbun1249	Bantu	common ancestor (luba1250, luva1239)
mbwe1238	Bantu	common ancestor (luba1250, luva1239)
nkan1238	Bantu	common ancestor (luba1250, luva1239)
nyem1238	Bantu	common ancestor (luba1250, luva1239)
lund1266	Bantu	initial
kete1252	Bantu	initial
ruun1238	Bantu	common ancestor (luba1250, luva1239)
sala1268	Bantu	common ancestor (luba1250, luva1239)
here1253	Bantu	initial
zemb1238	Bantu	common ancestor (luba1250, luva1239)
kuva1244	Bantu	common ancestor (luba1250, luva1239)
kwan1289	Bantu	common ancestor (luba1250, luva1239)
kuan1247	Bantu	common ancestor (luba1250, luva1239)
kwam1251	Bantu	common ancestor (luba1250, luva1239)
ndon1254	Bantu	initial
mbal1255	Bantu	initial
ngan1300	Bantu	common ancestor (luba1250, luva1239)
ngen1257	Bantu	common ancestor (luba1250, luva1239)
nkhu1238	Bantu	common ancestor (luba1250, luva1239)
nyan1305	Bantu	common ancestor (luba1250, luva1239)
diri1252	Bantu	common ancestor (luba1250, luva1239)
kwan1273	Bantu	initial
umbu1257	Bantu	initial
ndom1244	Bantu	common ancestor (luba1250, luva1239)
kele1255	Bantu	common ancestor (luba1250, luva1239)
lomb1260	Bantu	common ancestor (luba1250, luva1239)
mbol1247	Bantu	initial
poke1238	Bantu	common ancestor (luba1250, luva1239)
moin1241	Bantu	common ancestor (luba1250, luva1239)
sode1235	Bantu	common ancestor (luba1250, luva1239)
leng1258	Bantu	common ancestor (luba1250, luva1239)
belu1239	Bantu	common ancestor (luba1250, luva1239)
budu1250	Bantu	initial
mbod1238	Bantu	common ancestor (luba1250, luva1239)
ndak1241	Bantu	common ancestor (luba1250, luva1239)
nyal1250	Bantu	common ancestor (luba1250, luva1239)
vanu1242	Bantu	common ancestor (luba1250, luva1239)
mbes1238	Bantu	common ancestor (luba1250, luva1239)
bafo1235	Bantu	common ancestor (luba1250, luva1239)
boli1255	Bantu	initial
ntom1248	Bantu	initial
mong1338	Bantu	initial
ngan1302	Bantu	common ancestor (luba1250, luva1239)
seng1278	Bantu	initial
bush1247	Bantu	initial
lele1265	Bantu	common ancestor (luba1250, luva1239)
wong1247	Bantu	common ancestor (luba1250, luva1239)
deng1250	Bantu	common ancestor (luba1250, luva1239)
nkut1238	Bantu	common ancestor (luba1250, luva1239)
song1305	Bantu	common ancestor (luba1250, luva1239)
ombo1238	Bantu	common ancestor (luba1250, luva1239)
hamb1245	Bantu	common ancestor (luba1250, luva1239)
kusu1252	Bantu	common ancestor (luba1250, luva1239)
tete1250	Bantu	initial
yela1238	Bantu	common ancestor (luba1250, luva1239)
akwa1248	Bantu	initial
koyo1242	Bantu	common ancestor (luba1250, luva1239)
mbos1242	Bantu	initial
mbok1243	Bantu	common ancestor (luba1250, luva1239)
mbat1248	Bantu	common ancestor (luba1250, luva1239)
ngun1270	Bantu	common ancestor (luba1250, luva1239)
pand1264	Bantu	common ancestor (luba1250, luva1239)
yaka1272	Bantu	initial
dibo1245	Bantu	initial
bomi1238	Bantu	common ancestor (luba1250, luva1239)
bonj1234	Bantu	common ancestor (luba1250, luva1239)
mika1256	Bantu	common ancestor (luba1250, luva1239)
bong1284	Bantu	common ancestor (luba1250, luva1239)
ngan1304	Bantu	common ancestor (luba1250, luva1239)
luse1252	Bantu	common ancestor (luba1250, luva1239)
bamw1238	Bantu	common ancestor (luba1250, luva1239)
dzan1238	Bantu	common ancestor (luba1250, luva1239)
ndol1238	Bantu	common ancestor (luba1250, luva1239)
bomb1261	Bantu	common ancestor (luba1250, luva1239)
bomb1262	Bantu	common ancestor (luba1250, luva1239)
bali1274	Bantu	common ancestor (luba1250, luva1239)
beek1238	Bantu	common ancestor (luba1250, luva1239)
amba1263	Bantu	common ancestor (luba1250, luva1239)
bera1259	Bantu	initial
bhel1238	Bantu	common ancestor (luba1250, luva1239)
bila1255	Bantu	initial
kaik1247	Bantu	common ancestor (luba1250, luva1239)
kang1285	Bantu	common ancestor (luba1250, luva1239)
komo1260	Bantu	common ancestor (luba1250, luva1239)
kang1286	Bantu	common ancestor (luba1250, luva1239)
ngel1238	Bantu	initial
bwaa1238	Bantu	common ancestor (luba1250, luva1239)
pagi1243	Bantu	common ancestor (luba1250, luva1239)
lika1243	Bantu	common ancestor (luba1250, luva1239)
kari1306	Bantu	common ancestor (luba1250, luva1239)
ngbe1238	Bantu	common ancestor (luba1250, luva1239)
nyan1303	Bantu	common ancestor (luba1250, luva1239)
homa1239	Bantu	common ancestor (luba1250, luva1239)
ngbi1238	Bantu	common ancestor (luba1250, luva1239)
bodo1272	Bantu	common ancestor (luba1250, luva1239)
bogu1241	Bantu	common ancestor (luba1250, luva1239)
lige1238	Bantu	common ancestor (luba1250, luva1239)
ngom1268	Bantu	initial
bwel1238	Bantu	initial
bolo1263	Bantu	common ancestor (luba1250, luva1239)
baba1263	Bantu	common ancestor (luba1250, luva1239)
budz1238	Bantu	common ancestor (luba1250, luva1239)
egbu1235	Bantu	common ancestor (luba1250, luva1239)
temb1272	Bantu	common ancestor (luba1250, luva1239)
boko1263	Bantu	common ancestor (luba1250, luva1239)
loba1239	Bantu	common ancestor (luba1250, luva1239)
zamb1245	Bantu	common ancestor (luba1250, luva1239)
balo1261	Bantu	common ancestor (luba1250, luva1239)
bang1354	Bantu	initial
bang1353	Bantu	common ancestor (luba1250, luva1239)
ling1263	Bantu	initial
nort3345	Bantu	common ancestor (luba1250, luva1239)
bolo1262	Bantu	common ancestor (luba1250, luva1239)
liku1242	Bantu	common ancestor (luba1250, luva1239)
likw1239	Bantu	common ancestor (luba1250, luva1239)
moic1236	Bantu	common ancestor (luba1250, luva1239)
mpam1239	Bantu	common ancestor (luba1250, luva1239)
maba1270	Bantu	common ancestor (luba1250, luva1239)
ndob1238	Bantu	common ancestor (luba1250, luva1239)
libi1244	Bantu	common ancestor (luba1250, luva1239)
liki1240	Bantu	common ancestor (luba1250, luva1239)
lito1235	Bantu	common ancestor (luba1250, luva1239)
ngul1247	Bantu	common ancestor (luba1250, luva1239)
ding1239	Bantu	initial
hung1278	Bantu	common ancestor (luba1250, luva1239)
samb1309	Bantu	common ancestor (luba1250, luva1239)
beem1239	Bantu	initial
kaam1238	Bantu	common ancestor (luba1250, luva1239)
kuny1238	Bantu	common ancestor (luba1250, luva1239)
doon1238	Bantu	common ancestor (luba1250, luva1239)
laar1238	Bantu	common ancestor (luba1250, luva1239)
suun1239	Bantu	common ancestor (luba1250, luva1239)
east2782	Bantu	common ancestor (luba1250, luva1239)
sans1272	Bantu	common ancestor (luba1250, luva1239)
yomb1244	Bantu	initial
suku1259	Bantu	initial
yaka1269	Bantu	initial
mpuo1241	Bantu	common ancestor (luba1250, luva1239)
ngon1267	Bantu	common ancestor (luba1250, luva1239)
song1299	Bantu	common ancestor (luba1250, luva1239)
boma1250	Bantu	common ancestor (luba1250, luva1239)
ibal1241	Bantu	common ancestor (luba1250, luva1239)
boma1246	Bantu	common ancestor (luba1250, luva1239)
boma1251	Bantu	common ancestor (luba1250, luva1239)
kemp1234	Bantu	common ancestor (luba1250, luva1239)
tien1242	Bantu	common ancestor (luba1250, luva1239)
saka1287	Bantu	common ancestor (luba1250, luva1239)
mfin1238	Bantu	common ancestor (luba1250, luva1239)
teke1274	Bantu	initial
teke1276	Bantu	common ancestor (luba1250, luva1239)
teke1280	Bantu	initial
teke1275	Bantu	common ancestor (luba1250, luva1239)
tchi1245	Bantu	common ancestor (luba1250, luva1239)
teke1277	Bantu	common ancestor (luba1250, luva1239)
yaka1274	Bantu	common ancestor (luba1250, luva1239)
vili1239	Bantu	common ancestor (luba1250, luva1239)
teke1281	Bantu	common ancestor (luba1250, luva1239)
ngun1272	Bantu	common ancestor (luba1250, luva1239)
teke1278	Bantu	common ancestor (luba1250, luva1239)
wuum1239	Bantu	common ancestor (luba1250, luva1239)
yans1239	Bantu	initial
lwel1234	Bantu	common ancestor (luba1250, luva1239)
nzad1234	Bantu	common ancestor (luba1250, luva1239)
yeyi1239	Bantu	initial
domb1246	Bantu	common ancestor (ilaa1246, subi1246)
ilaa1246	Bantu	initial
lenj1248	Bantu	common ancestor (ilaa1246, tong1318)
sala1266	Bantu	common ancestor (ilaa1246, tong1318)
tong1318	Bantu	initial
soli1239	Bantu	common ancestor (ilaa1246, subi1246)
subi1246	Bantu	initial
tote1238	Bantu	common ancestor (ilaa1246, subi1246)
fwee1238	Bantu	common ancestor (ilaa1246, subi1246)
shan1291	Bantu	common ancestor (ilaa1246, subi1246)
mali1279	Bantu	common ancestor (mamb1296, nyih1240)
safw1238	Bantu	common ancestor (mamb1296, nyih1240)
bung1265	Bantu	common ancestor (mamb1296, nyih1240)
fipa1238	Bantu	common ancestor (mamb1296, nyih1240)
mamb1296	Bantu	initial
nyam1275	Bantu	common ancestor (mamb1296, nyih1240)
rung1255	Bantu	common ancestor (mamb1296, nyih1240)
wand1264	Bantu	common ancestor (mamb1296, nyih1240)
pimb1238	Bantu	common ancestor (mamb1296, nyih1240)
lamb1272	Bantu	common ancestor (mamb1296, nyih1240)
nyih1239	Bantu	common ancestor (mamb1296, nyih1240)
nyih1240	Bantu	initial
nyik1246	Bantu	common ancestor (mamb1296, nyih1240)
nyik1247	Bantu	common ancestor (mamb1296, nyih1240)
ndal1241		
nyak1260		
chuw1238	Bantu	common ancestor (koti1238, makh1261)
lolo1261	Bantu	common ancestor (koti1238, makh1261)
